cohort_month,region,country,advertiser_segment,campaign_objective,cohort_size,retained_day_7,retained_day_30,retained_day_90
2025-10-01,Europe,United Kingdom,SMB,Conversions,13,7,7,4
2025-10-01,Europe,United Kingdom,SMB,Traffic,13,7,3,2
2025-10-01,Europe,United Kingdom,SMB,Lead Generation,14,7,6,4
2025-10-01,Europe,United Kingdom,SMB,App Installs,12,6,4,2
2025-10-01,Europe,United Kingdom,SMB,Catalog Sales,12,6,5,3
2025-10-01,Europe,United Kingdom,Mid-Market,Conversions,22,14,13,8
2025-10-01,Europe,United Kingdom,Mid-Market,Traffic,20,12,6,4
2025-10-01,Europe,United Kingdom,Mid-Market,Lead Generation,22,14,12,7
2025-10-01,Europe,United Kingdom,Mid-Market,App Installs,22,14,10,6
2025-10-01,Europe,United Kingdom,Mid-Market,Catalog Sales,24,17,14,9
2025-10-01,Europe,United Kingdom,Enterprise,Conversions,41,32,33,20
2025-10-01,Europe,United Kingdom,Enterprise,Traffic,38,28,13,8
2025-10-01,Europe,United Kingdom,Enterprise,Lead Generation,46,36,31,18
2025-10-01,Europe,United Kingdom,Enterprise,App Installs,41,34,21,13
2025-10-01,Europe,United Kingdom,Enterprise,Catalog Sales,36,27,23,14
2025-10-01,Europe,United Kingdom,Agency,Conversions,25,18,16,9
2025-10-01,Europe,United Kingdom,Agency,Traffic,28,22,10,6
2025-10-01,Europe,United Kingdom,Agency,Lead Generation,37,27,22,14
2025-10-01,Europe,United Kingdom,Agency,App Installs,36,27,18,11
2025-10-01,Europe,United Kingdom,Agency,Catalog Sales,30,22,21,13
2025-10-01,Europe,Germany,SMB,Conversions,12,6,5,3
2025-10-01,Europe,Germany,SMB,Traffic,13,7,3,1
2025-10-01,Europe,Germany,SMB,Lead Generation,12,6,5,3
2025-10-01,Europe,Germany,SMB,App Installs,14,7,4,2
2025-10-01,Europe,Germany,SMB,Catalog Sales,12,6,5,3
2025-10-01,Europe,Germany,Mid-Market,Conversions,22,13,12,8
2025-10-01,Europe,Germany,Mid-Market,Traffic,15,10,4,3
2025-10-01,Europe,Germany,Mid-Market,Lead Generation,15,9,8,4
2025-10-01,Europe,Germany,Mid-Market,App Installs,17,10,7,4
2025-10-01,Europe,Germany,Mid-Market,Catalog Sales,23,13,11,6
2025-10-01,Europe,Germany,Enterprise,Conversions,26,20,19,12
2025-10-01,Europe,Germany,Enterprise,Traffic,30,23,11,7
2025-10-01,Europe,Germany,Enterprise,Lead Generation,33,25,22,14
2025-10-01,Europe,Germany,Enterprise,App Installs,31,22,15,9
2025-10-01,Europe,Germany,Enterprise,Catalog Sales,35,26,23,15
2025-10-01,Europe,Germany,Agency,Conversions,26,19,17,11
2025-10-01,Europe,Germany,Agency,Traffic,26,19,9,6
2025-10-01,Europe,Germany,Agency,Lead Generation,27,20,16,9
2025-10-01,Europe,Germany,Agency,App Installs,24,16,11,6
2025-10-01,Europe,Germany,Agency,Catalog Sales,32,22,19,12
2025-10-01,Europe,France,SMB,Conversions,12,6,6,3
2025-10-01,Europe,France,SMB,Traffic,12,6,3,1
2025-10-01,Europe,France,SMB,Lead Generation,12,6,5,3
2025-10-01,Europe,France,SMB,App Installs,12,6,4,2
2025-10-01,Europe,France,SMB,Catalog Sales,12,6,5,3
2025-10-01,Europe,France,Mid-Market,Conversions,16,10,10,6
2025-10-01,Europe,France,Mid-Market,Traffic,17,10,5,3
2025-10-01,Europe,France,Mid-Market,Lead Generation,22,13,10,6
2025-10-01,Europe,France,Mid-Market,App Installs,17,9,6,4
2025-10-01,Europe,France,Mid-Market,Catalog Sales,14,8,7,4
2025-10-01,Europe,France,Enterprise,Conversions,29,19,17,10
2025-10-01,Europe,France,Enterprise,Traffic,36,27,13,8
2025-10-01,Europe,France,Enterprise,Lead Generation,26,17,14,9
2025-10-01,Europe,France,Enterprise,App Installs,27,19,13,7
2025-10-01,Europe,France,Enterprise,Catalog Sales,32,21,18,10
2025-10-01,Europe,France,Agency,Conversions,24,15,14,8
2025-10-01,Europe,France,Agency,Traffic,27,17,9,5
2025-10-01,Europe,France,Agency,Lead Generation,18,12,10,6
2025-10-01,Europe,France,Agency,App Installs,22,15,9,6
2025-10-01,Europe,France,Agency,Catalog Sales,21,13,13,7
2025-10-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,6,3
2025-10-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,2
2025-10-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,5,3
2025-10-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,4,2
2025-10-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,6,3
2025-10-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,16,10,9,5
2025-10-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,15,10,5,3
2025-10-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,19,12,10,6
2025-10-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,18,12,7,4
2025-10-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,18,12,10,6
2025-10-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,31,23,22,13
2025-10-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,31,25,12,7
2025-10-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,27,21,17,10
2025-10-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,28,22,14,8
2025-10-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,23,18,15,10
2025-10-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,19,14,14,9
2025-10-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,16,12,5,3
2025-10-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,23,16,12,8
2025-10-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,15,10,7,4
2025-10-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,24,17,15,10
2025-10-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,6,6,3
2025-10-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,2,1
2025-10-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,5,4,2
2025-10-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,5,3,2
2025-10-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,5,5,3
2025-10-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,13,7,7,4
2025-10-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,13,7,3,2
2025-10-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,21,13,11,7
2025-10-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,20,11,7,4
2025-10-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,13,7,6,4
2025-10-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,23,16,16,10
2025-10-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,37,25,11,7
2025-10-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,34,26,23,14
2025-10-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,24,18,10,6
2025-10-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,31,23,20,12
2025-10-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,28,18,16,10
2025-10-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,26,16,7,5
2025-10-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,28,18,15,9
2025-10-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,18,12,7,4
2025-10-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,20,14,11,7
2025-10-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-10-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-10-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,5,3
2025-10-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-10-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,6,5,3
2025-10-01,Middle East & Africa,South Africa,Mid-Market,Conversions,12,6,6,4
2025-10-01,Middle East & Africa,South Africa,Mid-Market,Traffic,12,6,3,2
2025-10-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,15,7,6,4
2025-10-01,Middle East & Africa,South Africa,Mid-Market,App Installs,12,6,3,2
2025-10-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,14,7,6,3
2025-10-01,Middle East & Africa,South Africa,Enterprise,Conversions,21,15,14,9
2025-10-01,Middle East & Africa,South Africa,Enterprise,Traffic,22,15,7,4
2025-10-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,25,16,14,8
2025-10-01,Middle East & Africa,South Africa,Enterprise,App Installs,26,17,11,6
2025-10-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,26,18,15,10
2025-10-01,Middle East & Africa,South Africa,Agency,Conversions,18,11,9,5
2025-10-01,Middle East & Africa,South Africa,Agency,Traffic,23,14,6,4
2025-10-01,Middle East & Africa,South Africa,Agency,Lead Generation,19,12,10,6
2025-10-01,Middle East & Africa,South Africa,Agency,App Installs,15,8,5,3
2025-10-01,Middle East & Africa,South Africa,Agency,Catalog Sales,21,12,10,6
2025-10-01,Asia Pacific,Japan,SMB,Conversions,12,6,5,3
2025-10-01,Asia Pacific,Japan,SMB,Traffic,12,6,2,1
2025-10-01,Asia Pacific,Japan,SMB,Lead Generation,13,6,5,3
2025-10-01,Asia Pacific,Japan,SMB,App Installs,12,6,4,2
2025-10-01,Asia Pacific,Japan,SMB,Catalog Sales,12,6,4,3
2025-10-01,Asia Pacific,Japan,Mid-Market,Conversions,25,16,15,9
2025-10-01,Asia Pacific,Japan,Mid-Market,Traffic,23,15,7,4
2025-10-01,Asia Pacific,Japan,Mid-Market,Lead Generation,19,12,11,7
2025-10-01,Asia Pacific,Japan,Mid-Market,App Installs,21,13,8,5
2025-10-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,22,13,12,8
2025-10-01,Asia Pacific,Japan,Enterprise,Conversions,40,28,25,15
2025-10-01,Asia Pacific,Japan,Enterprise,Traffic,42,33,15,9
2025-10-01,Asia Pacific,Japan,Enterprise,Lead Generation,28,20,16,10
2025-10-01,Asia Pacific,Japan,Enterprise,App Installs,28,21,13,8
2025-10-01,Asia Pacific,Japan,Enterprise,Catalog Sales,42,32,27,17
2025-10-01,Asia Pacific,Japan,Agency,Conversions,24,16,15,9
2025-10-01,Asia Pacific,Japan,Agency,Traffic,28,21,10,6
2025-10-01,Asia Pacific,Japan,Agency,Lead Generation,21,14,13,8
2025-10-01,Asia Pacific,Japan,Agency,App Installs,33,25,14,9
2025-10-01,Asia Pacific,Japan,Agency,Catalog Sales,23,16,14,8
2025-10-01,Asia Pacific,South Korea,SMB,Conversions,12,6,5,3
2025-10-01,Asia Pacific,South Korea,SMB,Traffic,12,6,2,1
2025-10-01,Asia Pacific,South Korea,SMB,Lead Generation,13,6,5,3
2025-10-01,Asia Pacific,South Korea,SMB,App Installs,12,6,4,2
2025-10-01,Asia Pacific,South Korea,SMB,Catalog Sales,12,6,5,3
2025-10-01,Asia Pacific,South Korea,Mid-Market,Conversions,16,9,8,5
2025-10-01,Asia Pacific,South Korea,Mid-Market,Traffic,17,11,5,3
2025-10-01,Asia Pacific,South Korea,Mid-Market,Lead Generation,20,13,11,7
2025-10-01,Asia Pacific,South Korea,Mid-Market,App Installs,21,14,9,6
2025-10-01,Asia Pacific,South Korea,Mid-Market,Catalog Sales,18,11,9,5
2025-10-01,Asia Pacific,South Korea,Enterprise,Conversions,39,30,30,19
2025-10-01,Asia Pacific,South Korea,Enterprise,Traffic,28,22,9,6
2025-10-01,Asia Pacific,South Korea,Enterprise,Lead Generation,28,22,17,11
2025-10-01,Asia Pacific,South Korea,Enterprise,App Installs,35,26,17,10
2025-10-01,Asia Pacific,South Korea,Enterprise,Catalog Sales,36,27,24,15
2025-10-01,Asia Pacific,South Korea,Agency,Conversions,21,14,13,8
2025-10-01,Asia Pacific,South Korea,Agency,Traffic,27,18,8,5
2025-10-01,Asia Pacific,South Korea,Agency,Lead Generation,23,16,13,7
2025-10-01,Asia Pacific,South Korea,Agency,App Installs,27,19,13,8
2025-10-01,Asia Pacific,South Korea,Agency,Catalog Sales,19,12,10,6
2025-10-01,Asia Pacific,Australia,SMB,Conversions,12,6,6,3
2025-10-01,Asia Pacific,Australia,SMB,Traffic,12,6,3,2
2025-10-01,Asia Pacific,Australia,SMB,Lead Generation,12,6,5,3
2025-10-01,Asia Pacific,Australia,SMB,App Installs,12,6,4,2
2025-10-01,Asia Pacific,Australia,SMB,Catalog Sales,12,6,5,3
2025-10-01,Asia Pacific,Australia,Mid-Market,Conversions,18,11,11,6
2025-10-01,Asia Pacific,Australia,Mid-Market,Traffic,13,9,4,2
2025-10-01,Asia Pacific,Australia,Mid-Market,Lead Generation,15,10,7,4
2025-10-01,Asia Pacific,Australia,Mid-Market,App Installs,14,9,6,3
2025-10-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,18,12,10,7
2025-10-01,Asia Pacific,Australia,Enterprise,Conversions,21,16,14,9
2025-10-01,Asia Pacific,Australia,Enterprise,Traffic,33,27,13,8
2025-10-01,Asia Pacific,Australia,Enterprise,Lead Generation,31,24,19,11
2025-10-01,Asia Pacific,Australia,Enterprise,App Installs,31,26,15,9
2025-10-01,Asia Pacific,Australia,Enterprise,Catalog Sales,29,23,21,13
2025-10-01,Asia Pacific,Australia,Agency,Conversions,21,14,13,7
2025-10-01,Asia Pacific,Australia,Agency,Traffic,21,14,6,4
2025-10-01,Asia Pacific,Australia,Agency,Lead Generation,23,15,13,8
2025-10-01,Asia Pacific,Australia,Agency,App Installs,24,18,12,8
2025-10-01,Asia Pacific,Australia,Agency,Catalog Sales,27,19,15,9
2025-10-01,Asia Pacific,Indonesia,SMB,Conversions,12,5,5,3
2025-10-01,Asia Pacific,Indonesia,SMB,Traffic,12,5,2,1
2025-10-01,Asia Pacific,Indonesia,SMB,Lead Generation,12,5,4,3
2025-10-01,Asia Pacific,Indonesia,SMB,App Installs,13,5,3,2
2025-10-01,Asia Pacific,Indonesia,SMB,Catalog Sales,13,6,5,3
2025-10-01,Asia Pacific,Indonesia,Mid-Market,Conversions,20,11,11,7
2025-10-01,Asia Pacific,Indonesia,Mid-Market,Traffic,20,11,5,3
2025-10-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,18,10,8,5
2025-10-01,Asia Pacific,Indonesia,Mid-Market,App Installs,25,14,9,5
2025-10-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,24,13,11,7
2025-10-01,Asia Pacific,Indonesia,Enterprise,Conversions,47,31,28,18
2025-10-01,Asia Pacific,Indonesia,Enterprise,Traffic,35,23,11,6
2025-10-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,39,26,22,14
2025-10-01,Asia Pacific,Indonesia,Enterprise,App Installs,45,28,18,11
2025-10-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,38,26,24,14
2025-10-01,Asia Pacific,Indonesia,Agency,Conversions,34,21,19,12
2025-10-01,Asia Pacific,Indonesia,Agency,Traffic,39,23,11,7
2025-10-01,Asia Pacific,Indonesia,Agency,Lead Generation,39,23,19,11
2025-10-01,Asia Pacific,Indonesia,Agency,App Installs,32,20,13,9
2025-10-01,Asia Pacific,Indonesia,Agency,Catalog Sales,34,20,17,10
2025-11-01,North America,United States,SMB,Conversions,18,9,9,5
2025-11-01,North America,United States,SMB,Traffic,17,9,4,2
2025-11-01,North America,United States,SMB,Lead Generation,21,11,9,6
2025-11-01,North America,United States,SMB,App Installs,23,13,8,5
2025-11-01,North America,United States,SMB,Catalog Sales,22,11,11,6
2025-11-01,North America,United States,Mid-Market,Conversions,32,23,23,15
2025-11-01,North America,United States,Mid-Market,Traffic,32,22,11,7
2025-11-01,North America,United States,Mid-Market,Lead Generation,27,19,16,9
2025-11-01,North America,United States,Mid-Market,App Installs,28,19,12,7
2025-11-01,North America,United States,Mid-Market,Catalog Sales,28,18,15,9
2025-11-01,North America,United States,Enterprise,Conversions,65,50,50,32
2025-11-01,North America,United States,Enterprise,Traffic,53,45,20,13
2025-11-01,North America,United States,Enterprise,Lead Generation,42,32,28,18
2025-11-01,North America,United States,Enterprise,App Installs,44,34,22,13
2025-11-01,North America,United States,Enterprise,Catalog Sales,44,36,33,21
2025-11-01,North America,United States,Agency,Conversions,41,31,30,20
2025-11-01,North America,United States,Agency,Traffic,36,27,13,8
2025-11-01,North America,United States,Agency,Lead Generation,49,37,28,19
2025-11-01,North America,United States,Agency,App Installs,37,27,17,11
2025-11-01,North America,United States,Agency,Catalog Sales,34,26,23,15
2025-11-01,North America,Canada,SMB,Conversions,12,6,6,3
2025-11-01,North America,Canada,SMB,Traffic,12,6,2,1
2025-11-01,North America,Canada,SMB,Lead Generation,12,6,5,3
2025-11-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-11-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-11-01,North America,Canada,Mid-Market,Conversions,20,13,13,7
2025-11-01,North America,Canada,Mid-Market,Traffic,14,9,4,2
2025-11-01,North America,Canada,Mid-Market,Lead Generation,14,9,7,4
2025-11-01,North America,Canada,Mid-Market,App Installs,20,12,8,5
2025-11-01,North America,Canada,Mid-Market,Catalog Sales,14,9,8,5
2025-11-01,North America,Canada,Enterprise,Conversions,31,25,25,17
2025-11-01,North America,Canada,Enterprise,Traffic,25,18,9,5
2025-11-01,North America,Canada,Enterprise,Lead Generation,28,23,19,12
2025-11-01,North America,Canada,Enterprise,App Installs,32,23,14,8
2025-11-01,North America,Canada,Enterprise,Catalog Sales,30,24,21,12
2025-11-01,North America,Canada,Agency,Conversions,22,14,15,8
2025-11-01,North America,Canada,Agency,Traffic,25,17,8,4
2025-11-01,North America,Canada,Agency,Lead Generation,27,21,18,11
2025-11-01,North America,Canada,Agency,App Installs,25,19,11,6
2025-11-01,North America,Canada,Agency,Catalog Sales,17,11,10,6
2025-11-01,Europe,United Kingdom,SMB,Conversions,12,7,6,4
2025-11-01,Europe,United Kingdom,SMB,Traffic,12,6,2,1
2025-11-01,Europe,United Kingdom,SMB,Lead Generation,12,6,5,3
2025-11-01,Europe,United Kingdom,SMB,App Installs,14,7,4,2
2025-11-01,Europe,United Kingdom,SMB,Catalog Sales,12,7,5,3
2025-11-01,Europe,United Kingdom,Mid-Market,Conversions,18,11,10,6
2025-11-01,Europe,United Kingdom,Mid-Market,Traffic,17,11,5,3
2025-11-01,Europe,United Kingdom,Mid-Market,Lead Generation,17,10,8,5
2025-11-01,Europe,United Kingdom,Mid-Market,App Installs,22,15,9,5
2025-11-01,Europe,United Kingdom,Mid-Market,Catalog Sales,23,15,12,8
2025-11-01,Europe,United Kingdom,Enterprise,Conversions,43,36,36,21
2025-11-01,Europe,United Kingdom,Enterprise,Traffic,40,29,14,9
2025-11-01,Europe,United Kingdom,Enterprise,Lead Generation,44,34,30,18
2025-11-01,Europe,United Kingdom,Enterprise,App Installs,30,23,14,9
2025-11-01,Europe,United Kingdom,Enterprise,Catalog Sales,38,29,25,17
2025-11-01,Europe,United Kingdom,Agency,Conversions,29,20,20,12
2025-11-01,Europe,United Kingdom,Agency,Traffic,30,22,10,7
2025-11-01,Europe,United Kingdom,Agency,Lead Generation,23,16,13,7
2025-11-01,Europe,United Kingdom,Agency,App Installs,29,19,12,7
2025-11-01,Europe,United Kingdom,Agency,Catalog Sales,30,22,19,12
2025-11-01,Europe,Germany,SMB,Conversions,12,6,6,3
2025-11-01,Europe,Germany,SMB,Traffic,12,6,2,1
2025-11-01,Europe,Germany,SMB,Lead Generation,12,6,5,3
2025-11-01,Europe,Germany,SMB,App Installs,12,5,4,2
2025-11-01,Europe,Germany,SMB,Catalog Sales,12,6,5,3
2025-11-01,Europe,Germany,Mid-Market,Conversions,20,12,12,7
2025-11-01,Europe,Germany,Mid-Market,Traffic,18,11,5,2
2025-11-01,Europe,Germany,Mid-Market,Lead Generation,15,9,7,5
2025-11-01,Europe,Germany,Mid-Market,App Installs,15,8,5,3
2025-11-01,Europe,Germany,Mid-Market,Catalog Sales,22,13,11,7
2025-11-01,Europe,Germany,Enterprise,Conversions,29,21,20,13
2025-11-01,Europe,Germany,Enterprise,Traffic,27,21,9,6
2025-11-01,Europe,Germany,Enterprise,Lead Generation,30,24,19,12
2025-11-01,Europe,Germany,Enterprise,App Installs,42,32,19,12
2025-11-01,Europe,Germany,Enterprise,Catalog Sales,37,29,24,15
2025-11-01,Europe,Germany,Agency,Conversions,27,19,18,11
2025-11-01,Europe,Germany,Agency,Traffic,24,18,8,4
2025-11-01,Europe,Germany,Agency,Lead Generation,24,18,15,9
2025-11-01,Europe,Germany,Agency,App Installs,27,20,12,8
2025-11-01,Europe,Germany,Agency,Catalog Sales,23,16,13,9
2025-11-01,Europe,France,SMB,Conversions,12,6,6,3
2025-11-01,Europe,France,SMB,Traffic,12,6,2,1
2025-11-01,Europe,France,SMB,Lead Generation,12,6,5,3
2025-11-01,Europe,France,SMB,App Installs,12,5,4,2
2025-11-01,Europe,France,SMB,Catalog Sales,12,5,5,3
2025-11-01,Europe,France,Mid-Market,Conversions,14,8,8,5
2025-11-01,Europe,France,Mid-Market,Traffic,18,11,5,3
2025-11-01,Europe,France,Mid-Market,Lead Generation,14,9,8,4
2025-11-01,Europe,France,Mid-Market,App Installs,15,9,5,3
2025-11-01,Europe,France,Mid-Market,Catalog Sales,16,9,8,4
2025-11-01,Europe,France,Enterprise,Conversions,38,26,25,15
2025-11-01,Europe,France,Enterprise,Traffic,27,21,9,5
2025-11-01,Europe,France,Enterprise,Lead Generation,25,19,14,9
2025-11-01,Europe,France,Enterprise,App Installs,28,20,14,8
2025-11-01,Europe,France,Enterprise,Catalog Sales,30,23,21,13
2025-11-01,Europe,France,Agency,Conversions,27,18,18,11
2025-11-01,Europe,France,Agency,Traffic,26,16,8,5
2025-11-01,Europe,France,Agency,Lead Generation,28,20,16,10
2025-11-01,Europe,France,Agency,App Installs,21,13,9,5
2025-11-01,Europe,France,Agency,Catalog Sales,29,19,17,10
2025-11-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,6,5,3
2025-11-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,2,1
2025-11-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,7,5,3
2025-11-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,4,2
2025-11-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,5,3
2025-11-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,17,11,11,7
2025-11-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,13,9,4,2
2025-11-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,15,9,7,5
2025-11-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,16,10,6,4
2025-11-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,16,9,8,4
2025-11-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,23,18,16,10
2025-11-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,20,16,7,4
2025-11-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,22,17,15,10
2025-11-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,23,18,11,6
2025-11-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,28,21,17,10
2025-11-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,17,12,11,7
2025-11-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,17,11,5,3
2025-11-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,23,16,13,8
2025-11-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,20,13,9,5
2025-11-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,25,17,14,8
2025-11-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,5,5,3
2025-11-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,2,1
2025-11-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,13,6,5,3
2025-11-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,5,3,2
2025-11-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,12,6,5,3
2025-11-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,18,11,10,6
2025-11-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,20,11,5,3
2025-11-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,14,8,7,4
2025-11-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,14,8,5,3
2025-11-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,19,12,10,6
2025-11-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,37,27,25,16
2025-11-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,30,21,9,6
2025-11-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,31,22,19,12
2025-11-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,23,16,10,6
2025-11-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,26,18,17,9
2025-11-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,18,13,12,7
2025-11-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,19,13,6,3
2025-11-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,25,15,12,8
2025-11-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,26,16,10,6
2025-11-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,25,16,15,9
2025-11-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-11-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,3,1
2025-11-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,2
2025-11-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-11-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,4,3
2025-11-01,Middle East & Africa,South Africa,Mid-Market,Conversions,15,8,7,4
2025-11-01,Middle East & Africa,South Africa,Mid-Market,Traffic,13,7,3,2
2025-11-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,12,6,5,3
2025-11-01,Middle East & Africa,South Africa,Mid-Market,App Installs,16,9,6,3
2025-11-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,15,8,7,4
2025-11-01,Middle East & Africa,South Africa,Enterprise,Conversions,25,17,17,11
2025-11-01,Middle East & Africa,South Africa,Enterprise,Traffic,18,12,6,3
2025-11-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,24,15,11,7
2025-11-01,Middle East & Africa,South Africa,Enterprise,App Installs,22,15,9,6
2025-11-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,29,18,16,9
2025-11-01,Middle East & Africa,South Africa,Agency,Conversions,18,11,10,6
2025-11-01,Middle East & Africa,South Africa,Agency,Traffic,15,9,4,2
2025-11-01,Middle East & Africa,South Africa,Agency,Lead Generation,21,13,11,6
2025-11-01,Middle East & Africa,South Africa,Agency,App Installs,19,12,8,4
2025-11-01,Middle East & Africa,South Africa,Agency,Catalog Sales,21,13,12,7
2025-11-01,Asia Pacific,Japan,SMB,Conversions,15,8,8,5
2025-11-01,Asia Pacific,Japan,SMB,Traffic,12,6,2,1
2025-11-01,Asia Pacific,Japan,SMB,Lead Generation,12,6,5,3
2025-11-01,Asia Pacific,Japan,SMB,App Installs,12,6,4,2
2025-11-01,Asia Pacific,Japan,SMB,Catalog Sales,13,7,6,4
